-81.3562	47.2726	3.7608
-81.8072	47.1743	3.77596
-79.8412	47.1668	3.77622
-76.657	47.152	3.70396
-70.1868	47.2022	3.63671
-83.1038	47.0558	3.77897
-79.3733	47.0904	3.75445
-77.7001	47.0795	3.70802
-72.8826	47.0954	3.68335
-69.0501	47.0819	3.69694
-78.4117	46.9764	3.69249
-75.4732	47.019	3.66494
-74.7568	47.0485	3.69589
-73.8878	47.0172	3.69649
-71.8358	47.0073	3.69694
-68.1066	47.037	3.72273
-84.0357	46.891	3.76542
-70.9237	46.9139	3.64259
-85.9214	46.6199	3.67486
-69.5227	46.6201	3.62199
-88.9636	46.4643	3.78601
-83.2777	46.4547	3.69404
-82.1653	46.4809	3.71021
-79.4924	46.5333	3.68723
-76.0572	46.4538	3.67786
-75.0341	46.5436	3.68298
-72.5108	46.4803	3.67678
-87.914	46.4301	3.99987
-86.9954	46.3758	3.75002
-84.3062	46.3665	3.73124
-80.7378	46.4232	3.70284
-77.6638	46.3784	3.65256
-77.1869	46.4339	3.68754
-74.1471	46.4117	3.66979
-73.2771	46.3721	3.68041
-71.4469	46.3689	3.60823
-70.489	46.4312	3.60928
-68.422	46.422	3.64424
-67.8285	46.4184	3.63041
-78.6569	46.2851	3.6616
-71.9514	45.9688	3.62298
-70.9921	45.9743	3.61854
-79.915	45.9284	3.67846
-73.8145	45.8663	3.71732
-72.7833	45.8513	3.66367
-69.9664	45.8968	3.64721
-68.3496	45.8633	3.67865
-88.1347	45.7587	3.80512
-87.1694	45.8313	3.59818
-84.7586	45.7737	3.54831
-82.6185	45.8278	3.69894
-82.0423	45.7627	3.75985
-79.3227	45.7951	3.6732
-76.351	45.8338	3.72211
-74.6928	45.8122	3.67008
-89.1046	45.7387	3.57537
-85.5156	45.6837	3.79888
-69.1029	45.703	3.63961
-78.0898	45.3979	3.6679
-84.8621	45.3176	3.6597
-76.7187	45.2532	3.69259
-71.5273	45.2827	3.63736
-68.7558	45.2527	3.67095
-89.1816	45.2118	3.66402
-88.4277	45.2418	3.67488
-83.8551	45.173	3.65556
-70.5319	45.2186	3.64101
-67.5632	45.2002	3.73325
-78.6237	45.1222	3.70818
-74.9855	45.1036	3.67273
-74.054	45.1492	3.68953
-73.1809	45.0807	3.67199
-72.3337	45.0977	3.64724
-69.6186	45.1147	3.63491
-85.6571	45.0404	3.77032
-67.3115	44.7859	3.77077
-83.3249	44.7006	3.71972
-70.0353	44.6616	3.62701
-68.2469	44.6961	3.72102
-89.6534	44.6164	3.91192
-86.044	44.6232	3.78825
-84.2062	44.5994	3.68283
-79.8888	44.6422	3.83428
-78.5832	44.5736	3.68701
-77.183	44.5505	3.66118
-76.2594	44.593	3.65552
-73.6905	44.6455	3.70771
-72.6986	44.5606	3.6348
-71.1559	44.5743	3.64457
-69.2203	44.6412	3.69402
-88.5311	44.5091	3.61234
-87.7704	44.4697	3.54236
-85.2034	44.5397	3.66825
-75.3905	44.4624	3.66816
-71.9271	44.5339	3.69278
-74.1798	44.4176	3.72553
-83.7022	44.1873	3.63123
-77.6817	44.2161	3.67955
-89.8697	44.0592	3.6817
-80.177	44.068	3.74182
-70.5809	44.0505	3.66785
-86.2348	44.0361	3.75046
-84.5096	44.0193	3.67111
-88.9134	43.8908	3.5443
-88.146	43.8844	3.66975
-85.4472	43.9411	3.64262
-82.8246	43.94	3.7551
-75.6599	43.9377	3.71086
-72.2087	43.9323	3.76049
-71.3359	43.8743	3.73255
-69.6347	43.9197	3.75048
-81.0231	43.8036	3.67197
-79.5912	43.8238	3.66127
-73.8744	43.7957	3.70135
-73.2916	43.844	3.73012
-74.9733	43.6901	3.68443
-74.5041	43.4647	3.68841
-88.4185	43.3808	3.64856
-86.3889	43.4354	3.74657
-83.1389	43.36	3.73514
-75.9968	43.4099	3.68294
-75.2852	43.3603	3.67699
-89.1234	43.3179	3.55303
-85.6466	43.3478	3.66912
-83.7849	43.2986	3.67628
-78.6392	43.2728	3.70445
-77.8167	43.2657	3.7147
-76.8579	43.276	3.68829
-72.5535	43.3462	3.69709
-71.0781	43.2792	3.73705
-84.8214	43.2382	3.65061
-80.4764	43.2407	3.7468
-73.4212	43.2438	3.67132
-71.8127	43.2262	3.71218
-89.3457	42.7792	3.63822
-84.1197	42.8032	3.62792
-83.4556	42.7835	3.6804
-82.6231	42.7749	3.67079
-80.7139	42.7805	3.67614
-75.6473	42.7633	3.6331
-74.8525	42.775	3.64718
-88.332	42.7044	3.72972
-85.7834	42.6864	3.74884
-84.9993	42.6704	3.66789
-81.5082	42.7223	3.64339
-78.0696	42.7278	3.6215
-77.3244	42.6981	3.62236
-76.5163	42.7313	3.64799
-73.2676	42.6695	3.64255
-72.2345	42.6651	3.78373
-71.5283	42.6888	3.75345
-78.6908	42.6097	3.65678
-73.8886	42.6168	3.64738
-72.6802	42.4498	3.71305
-88.7423	42.1833	3.72038
-87.9119	42.1782	3.70502
-79.3162	42.2345	3.62874
-78.4368	42.1831	3.63212
-75.0426	42.1902	3.64909
-73.5543	42.1934	3.67238
-83.7672	42.1088	3.65986
-77.5591	42.1365	3.66766
-86.2955	42.0127	3.78352
-85.2021	41.9756	3.76462
-82.8095	42.043	3.7094
-80.2598	41.9539	3.6353
-76.8492	42.0005	3.64492
-75.8502	42.0447	3.6307
-74.2226	41.989	3.64877
-72.6617	42.0328	3.72723
-70.0528	42.0295	3.7611
-84.4329	41.9438	3.65103
-71.6095	41.8631	3.71331
-70.8391	41.9359	3.76646
-71.2102	41.5509	3.74366
-70.6466	41.562	3.81484
-89.7581	41.4546	3.80758
-84.7171	41.4846	3.65584
-83.9752	41.4745	3.62925
-81.357	41.5405	3.6252
-79.6647	41.5079	3.63762
-78.7649	41.4686	3.63865
-78.1826	41.4837	3.62054
-75.4321	41.5413	3.64264
-88.9581	41.4365	3.52289
-88.0432	41.3882	3.77274
-87.2504	41.3881	3.61562
-85.6214	41.3594	3.73627
-83.0428	41.4035	3.6342
-80.675	41.4393	3.63578
-76.4603	41.3721	3.66377
-72.8939	41.4423	3.72293
-72.0464	41.4038	3.72622
-82.1831	41.3321	3.66116
-77.128	41.3372	3.65878
-74.625	41.3265	3.6616
-73.7673	41.3104	3.67903
-70.1353	41.259	3.76228
-79.9892	40.9617	3.64109
-72.5206	40.9878	3.83465
-89.1735	40.9394	3.56332
-86.7352	40.8949	3.57796
-85.6942	40.8801	3.76152
-85.0271	40.8591	3.67162
-84.1825	40.922	3.6487
-82.3748	40.9183	3.62053
-78.2953	40.9171	3.6821
-75.7703	40.9168	3.60543
-75.1	40.8704	3.63025
-73.4677	40.9313	3.77047
-87.5118	40.8479	3.77945
-83.1486	40.7711	3.6303
-81.6876	40.8125	3.6042
-80.8377	40.8065	3.5898
-78.9862	40.7808	3.64433
-77.5509	40.7556	3.68915
-76.7158	40.8396	3.66662
-74.2969	40.7519	3.67327
-87.0967	40.379	3.56523
-89.313	40.2856	3.67923
-85.1553	40.2571	3.74003
-78.5663	40.2683	3.71902
-76.1859	40.3114	3.62723
-75.405	40.3177	3.65881
-88.4671	40.1526	3.62131
-87.7244	40.2489	3.61165
-86.1742	40.2361	3.5148
-84.3353	40.188	3.60766
-81.2129	40.2493	3.612
-80.3778	40.1821	3.59891
-79.3041	40.2076	3.64354
-77.6354	40.2104	3.66318
-83.6199	40.1468	3.61604
-82.6056	40.147	3.64221
-81.8361	40.1158	3.65289
-76.9228	40.1231	3.6592
-74.553	40.0934	3.71231
-75.6358	39.8113	3.70862
-74.7919	39.6734	3.77409
-89.5213	39.6409	3.83918
-83.7988	39.6086	3.62967
-82.1325	39.6337	3.64484
-80.4796	39.602	3.61505
-76.4327	39.6101	3.66586
-88.6209	39.4676	3.73474
-87.7439	39.5277	3.50377
-86.2699	39.4869	3.66904
-85.4258	39.4605	3.73751
-84.7164	39.5342	3.74506
-83.0601	39.4818	3.63007
-81.3896	39.4868	3.64103
-79.8265	39.5078	3.60283
-78.8386	39.5044	3.62775
-78.0126	39.4835	3.64075
-77.3005	39.4891	3.67295
-84.8956	39.005	3.67453
-83.3456	39.026	3.63726
-82.2669	38.9622	3.60708
-80.8338	38.9836	3.62072
-80.0812	38.9952	3.65503
-79.1871	39.041	3.64178
-78.4107	39.0353	3.61925
-75.8429	39.0016	3.67055
-89.6991	38.941	3.71466
-88.1565	38.8948	3.74183
-86.4261	38.9362	3.60899
-85.7311	38.9295	3.69948
-81.5251	38.8586	3.6313
-77.682	38.9413	3.72774
-76.6548	38.8644	3.69308
-75.3256	38.8799	3.73408
-83.979	38.8436	3.68996
-85.8714	38.4001	3.70602
-79.4031	38.4071	3.66031
-88.2812	38.2926	3.55261
-85.1714	38.2916	3.6757
-84.3274	38.2816	3.59323
-83.5834	38.3001	3.64279
-82.6443	38.3366	3.59626
-81.9522	38.3307	3.60019
-80.1195	38.2825	3.62308
-78.5232	38.297	3.64204
-78.0034	38.2989	3.68489
-76.5807	38.2684	3.72319
