-80.0311 37.0288 3.59816
-79.6665 33.9057 3.75419
-80.094 34.4643 3.69375
-77.128 41.3372 3.65878
-84.0165 36.3786 3.65826
-87.8571 34.5178 3.56317
-83.5898 31.4389 3.59534
-69.1029 45.703 3.63961
-85.2034 44.5397 3.66825
-70.5809 44.0505 3.66785
-86.7916 32.5983 3.86636
-82.2669 38.9622 3.60708
-75.1 40.8704 3.63025
-80.3778 40.1821 3.59891
-80.5013 37.7724 3.61154
-80.3829 36.3472 3.6539
-78.443 35.1673 3.68613
-86.7352 40.8949 3.57796
-82.8124 35.6694 3.66144
-70.0528 42.0295 3.7611
-74.1471 46.4117 3.66979
-85.6499 34.4611 3.50704
-82.8518 31.3438 3.66564
-78.4368 42.1831 3.63212
-83.7022 44.1873 3.63123
-87.5205 35.8278 3.53855
-83.7672 42.1088 3.65986
-75.6358 39.8113 3.70862
-80.177 44.068 3.74182
-80.0812 38.9952 3.65503
-80.1195 38.2825 3.62308
-89.1816 45.2118 3.66402
-85.1714 38.2916 3.6757
-76.7187 45.2532 3.69259
-88.1773 36.359 3.85689
-83.5713 33.2801 3.71817
-83.8316 32.6499 3.71144
-76.5807 38.2684 3.72319
-70.1868 47.2022 3.63671
-81.7291 30.016 3.94889
-77.3005 39.4891 3.67295
-69.2203 44.6412 3.69402
-77.1596 36.4718 3.71028
-78.8737 33.9897 3.70268
-84.1197 42.8032 3.62792
-70.9921 45.9743 3.61854
-84.3353 40.188 3.60766
-80.907 25.8657 3.73375
-77.3244 42.6981 3.62236
-79.8129 33.3349 3.70907
-73.8145 45.8663 3.71732
-83.9277 35.0935 3.64542
-74.5041 43.4647 3.68841
-83.026 30.7422 3.7033
-83.0601 39.4818 3.63007
-76.6548 38.8644 3.69308
-73.2771 46.3721 3.68041
-83.3013 34.5031 3.71619
-80.675 41.4393 3.63578
-82.8095 42.043 3.7094
-73.1809 45.0807 3.67199
-76.7349 37.1397 3.76521
-78.0511 37.6126 3.7049
-86.2955 42.0127 3.78352
-72.5535 43.3462 3.69709
-85.0271 40.8591 3.67162
-88.5311 44.5091 3.61234
-79.1871 39.041 3.64178
-84.3274 38.2816 3.59323
-88.5804 37.6774 3.59476
-81.8072 47.1743 3.77596
-83.5935 37.6392 3.69014
-83.9454 36.9655 3.74113
-87.1696 33.9131 3.83681
-83.1486 40.7711 3.6303
-73.5543 42.1934 3.67238
-77.6638 46.3784 3.65256
-72.6802 42.4498 3.71305
-79.8412 47.1668 3.77622
-85.6036 31.2753 3.77156
-75.0426 42.1902 3.64909
-84.0357 46.891 3.76542
-80.3915 34.017 3.69857
-71.5283 42.6888 3.75345
-80.4963 35.8097 3.67196
-89.1735 40.9394 3.56332
-80.9972 32.678 3.68892
-84.1294 32.0612 3.61341
-80.7039 33.297 3.67768
-78.6392 43.2728 3.70445
-81.0523 24.7266 3.82373
-84.4317 30.189 3.8422
-86.5863 30.8038 3.65752
-84.0626 33.864 3.63449
-80.4796 39.602 3.61505
-86.5311 33.1942 3.71798
-83.3671 36.3929 3.59988
-88.6447 37.0196 4.0398
-72.8939 41.4423 3.72293
-85.9214 46.6199 3.67486
-78.5338 36.9454 3.75615
-82.6056 40.147 3.64221
-80.7139 42.7805 3.67614
-80.5828 35.135 3.65617
-83.5959 35.8417 3.66627
-84.8956 39.005 3.67453
-85.6942 40.8801 3.76152
-72.6617 42.0328 3.72723
-77.1869 46.4339 3.68754
-77.7001 47.0795 3.70802
-79.3162 42.2345 3.62874
-82.1275 31.3247 3.67864
-85.7347 33.8911 3.61341
-74.7919 39.6734 3.77409
-79.5912 43.8238 3.66127
-80.9904 38.1809 3.62845
-81.2149 35.8518 3.63503
-76.9909 35.1773 3.79707
-81.5563 30.6199 3.79402
-75.957 35.5612 3.73628
-69.0501 47.0819 3.69694
-81.8665 29.5852 3.70276
-70.5319 45.2186 3.64101
-76.657 47.152 3.70396
-86.3943 37.1094 3.7155
-88.0432 41.3882 3.77274
-79.3388 34.5548 3.7077
-71.9271 44.5339 3.69278
-77.5509 40.7556 3.68915
-73.6905 44.6455 3.70771
-86.9954 46.3758 3.75002
-85.1553 40.2571 3.74003
-84.9993 42.6704 3.66789
-81.0261 31.9746 3.77144
-76.5163 42.7313 3.64799
-83.6302 30.7145 3.65529
-83.163 35.1696 3.70729
-75.2852 43.3603 3.67699
-81.2578 29.422 3.75269
-83.7988 39.6086 3.62967
-79.6647 41.5079 3.63762
-80.2598 41.9539 3.6353
-81.0319 34.4923 3.72106
-70.1353 41.259 3.76228
-88.7423 42.1833 3.72038
-80.7843 37.117 3.5914
-74.9733 43.6901 3.68443
-75.3905 44.4624 3.66816
-75.8502 42.0447 3.6307
-71.3359 43.8743 3.73255
-84.2062 44.5994 3.68283
-82.1653 46.4809 3.71021
-87.571 32.6469 3.86118
-81.5251 38.8586 3.6313
-75.6727 37.6804 3.75376
-74.2969 40.7519 3.67327
-79.3041 40.2076 3.64354
-79.5662 37.6771 3.63518
-79.3364 36.4319 3.6983
-76.351 45.8338 3.72211
-89.1046 45.7387 3.57537
-71.5273 45.2827 3.63736
-80.8377 40.8065 3.5898
-73.8878 47.0172 3.69649
-83.1038 47.0558 3.77897
-85.4258 39.4605 3.73751
-88.9581 41.4365 3.52289
-80.7378 46.4232 3.70284
-72.2345 42.6651 3.78373
-81.7543 27.5855 3.66188
-86.3889 43.4354 3.74657
-82.2291 28.267 3.65317
-84.9274 31.4793 3.75473
-84.5096 44.0193 3.67111
-71.1559 44.5743 3.64457
-82.688 33.8621 3.69795
-75.6599 43.9377 3.71086
-84.3511 35.8033 3.64953
-81.3333 35.142 3.67661
-86.022 32.6067 3.60408
-75.6473 42.7633 3.6331
-84.4176 33.1893 3.57596
-85.7796 36.5129 3.90739
-80.8984 28.0592 3.77425
-79.3227 45.7951 3.6732
-75.339 38.3303 3.77035
-82.6185 45.8278 3.69894
-84.3197 30.8541 3.66214
-78.0126 39.4835 3.64075
-86.2699 39.4869 3.66904
-68.2469 44.6961 3.72102
-82.5765 36.3644 3.68124
-73.7673 41.3104 3.67903
-84.8384 37.0204 3.6279
-83.0784 37.6791 3.63648
-87.8941 37.0417 3.87845
-83.2777 46.4547 3.69404
-88.332 42.7044 3.72972
-87.5946 35.2511 3.73504
-81.8361 40.1158 3.65289
-79.9928 35.1529 3.71659
-78.5493 36.3944 3.73657
-72.5108 46.4803 3.67678
-86.4119 33.8577 3.69896
-83.8938 34.6032 3.60524
-70.489 46.4312 3.60928
-74.054 45.1492 3.68953
